taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
3,3,1,44.21,0.9,29.205
1,2,1,54.01,5.35,4.049
1,1,1,29.57,9.6,9.659
1,3,2,27.25,6.7,11.228
1,2,2,24.05,2.97,5.848
1,3,3,12.07,2.36,2.666
1,2,2,13.95,8.44,12.393
3,2,1,40.25,8.59,36.591
1,1,2,16.61,8.77,6.865
2,1,2,3.61,4.67,5.842
1,2,2,40.98,2.02,3.566
1,3,3,14.64,7.7,6.362
1,3,4,8.58,2.6,3.994
3,1,1,79.12,0.38,57.333
1,2,2,39.16,7.52,10.499
1,1,3,25.07,7.63,12.068
2,2,1,23.76,9.09,12.552
2,1,2,20.55,9.69,13.794
2,2,4,20.8,3.41,7.404
1,2,3,43.31,6.15,6.124
1,3,1,16.25,7.57,12.834
2,2,2,14.31,0.26,4.211
2,1,1,18.69,6.37,12.016
2,2,4,41.19,6.16,12.076
1,2,2,11.39,5.59,6.98
1,1,1,21.37,2.62,4.575
3,1,2,16.86,0.43,17.213
2,3,5,27.52,6.15,9.966
1,1,2,2.26,8.85,9.295
3,1,1,9.79,9.01,29.828
1,2,4,23.98,2.89,2.429
1,1,1,28.74,4.47,5.201
1,2,1,34.18,4.56,4.626
2,1,3,42.76,5.77,6.824
1,1,3,35.19,6.96,7.141
1,1,4,5.35,6.08,6.406
2,2,2,50.34,5.06,16.229
1,1,3,27.01,0.76,0.832
3,1,1,11.82,6.54,28.204
1,2,1,4.32,2.81,5.368
1,2,1,37.35,6.09,8.226
2,1,1,41.06,5.23,10.651
2,2,1,49.57,2.43,14.752
1,1,3,7.49,5.9,4.258
2,1,2,33.14,2.67,3.955
3,1,2,25.16,9.78,24.933
2,2,1,56.89,1.94,17.467
2,3,3,33.73,0.98,3.797
1,1,1,34.72,2.5,2.702
1,1,1,38.34,0.24,0.694
1,3,4,26.62,9.8,8.847
1,1,1,30.91,2.9,3.81
2,3,1,52.29,9.35,13.228
1,2,1,10.97,6.29,5.484
1,3,1,25.32,5.42,8.033
1,2,3,14.79,8.52,9.502
1,1,3,26.95,5.89,8.469
1,2,2,10.1,5.55,8.004
2,1,2,44.3,1.98,6.496
1,2,1,38.61,7.95,6.325
1,1,1,49.38,1.92,2.724
1,2,2,30.25,5.06,5.481
2,1,3,0.79,7.67,11.478
1,1,4,22.45,4.09,5.136
1,1,2,36.39,5.96,8.565
1,1,1,51.21,3.37,6.88
1,1,1,48.49,6.76,5.424
2,1,2,52.84,5.35,11.2
2,3,1,5.93,3.63,7.028
3,2,2,9.32,9.0,26.936
2,2,4,22.35,9.82,10.903
1,2,4,4.67,6.06,9.395
1,1,2,72.63,0.25,2.27
1,2,2,13.81,5.68,9.599
1,2,1,11.98,5.14,6.116
1,1,1,27.45,9.02,10.232
1,2,1,18.31,5.13,5.124
1,3,2,22.31,2.25,2.152
1,1,1,45.72,8.41,10.329
2,1,1,6.18,5.57,15.011
2,2,4,12.53,9.39,9.387
3,1,1,14.11,9.93,27.408
1,1,2,17.86,8.22,8.048
1,1,1,74.59,8.0,12.748
3,1,1,37.8,2.12,9.108
2,2,2,31.44,1.29,4.097
1,3,1,22.42,8.01,6.906
1,2,1,27.67,8.16,9.778
1,3,2,29.31,0.12,1.0
2,1,1,8.97,5.08,9.006
2,1,1,7.88,0.64,5.648
1,1,2,15.85,0.6,1.445
1,1,1,14.41,9.64,12.017
1,2,2,52.05,3.93,7.163
1,3,1,15.82,5.49,3.543
2,1,1,11.3,4.65,8.986
1,3,1,18.21,5.07,8.164
1,2,2,21.71,6.53,6.752
1,1,1,22.85,2.76,3.288
3,2,3,37.58,1.11,24.017
1,1,2,15.34,3.91,3.58
1,2,2,4.31,7.07,7.258
2,2,1,33.21,1.67,9.36
2,2,2,28.01,8.35,23.656
2,2,3,56.27,1.97,10.491
2,2,4,20.86,4.28,5.337
1,1,1,3.78,0.87,2.04
3,3,2,43.53,7.1,37.687
3,1,2,10.27,0.95,15.311
1,2,2,4.64,2.41,3.828
2,2,1,50.47,5.45,15.188
1,1,3,16.51,6.28,4.133
1,1,2,30.64,1.69,2.597
1,1,5,33.36,0.67,1.357
1,1,3,18.77,6.41,5.205
3,2,1,4.6,8.38,30.655
1,3,3,16.33,1.05,1.605
1,1,1,17.94,5.18,6.152
1,3,1,11.43,1.48,2.031
1,2,2,10.16,8.33,9.036
1,2,1,31.98,4.81,5.376
1,3,5,3.16,8.25,8.737
2,2,1,24.01,0.73,5.777
3,1,4,44.01,5.71,22.848
1,2,1,22.84,9.62,11.067
3,2,2,19.38,6.7,50.804
2,3,1,31.1,3.59,7.487
2,2,3,44.68,7.4,22.818
1,3,5,24.16,6.3,8.32
1,1,2,34.5,5.47,10.46
2,2,2,27.04,4.63,15.638
1,2,4,38.91,4.9,6.89
1,1,1,74.8,6.08,6.49
2,2,3,34.28,3.88,10.432
1,2,1,66.89,7.6,8.975
2,2,1,28.55,7.34,18.911
1,2,2,6.54,6.08,5.291
3,2,2,3.78,4.13,27.453
1,3,1,20.1,6.32,7.443
1,1,1,6.83,5.61,9.251
2,1,1,25.89,5.41,6.803
1,3,1,10.38,8.47,11.221
3,1,3,60.03,9.82,35.966
2,3,5,43.83,7.18,11.871
1,2,1,18.47,3.75,4.277
1,1,1,15.39,3.5,4.181
3,2,1,10.6,2.27,35.338
2,2,3,56.47,1.53,7.673
2,1,4,20.65,9.73,15.898
1,1,1,52.48,9.27,12.803
3,2,1,38.19,4.47,47.957
1,2,3,38.18,4.23,4.461
2,1,3,32.35,7.65,8.344
1,1,2,37.94,7.85,9.053
1,2,2,38.07,6.45,8.545
3,2,1,23.16,0.68,28.575
3,2,3,21.26,8.51,27.073
1,3,1,14.49,5.84,6.049
3,2,3,7.74,4.49,28.964
1,2,2,40.62,7.25,8.81
1,2,5,17.27,3.69,3.163
1,2,1,25.83,4.89,7.944
1,3,1,9.66,4.29,6.949
1,1,2,18.76,6.83,5.404
1,2,1,40.09,8.71,10.412
1,1,5,16.3,6.05,9.433
2,2,1,58.15,7.22,6.686
2,2,2,15.35,7.51,16.226
2,1,1,41.2,3.04,6.294
1,2,2,10.68,8.03,8.41
2,2,1,12.48,1.35,8.067
1,3,3,9.38,1.8,2.977
2,3,2,15.42,1.26,3.386
1,2,2,10.42,4.8,6.184
1,1,2,9.27,1.39,2.255
1,3,1,29.72,8.62,15.749
2,2,1,15.94,3.38,7.045
3,3,2,22.02,1.79,16.528
2,2,1,21.18,5.98,10.325
3,3,1,11.05,2.18,26.766
3,2,4,39.8,2.35,20.757
1,1,1,30.99,2.28,2.562
2,1,1,44.32,6.55,10.241
1,1,2,10.7,2.05,3.82
1,1,1,16.31,4.8,8.043
1,1,2,18.13,7.67,13.346
3,2,3,17.29,8.23,36.275
2,2,3,12.42,7.86,8.939
1,3,2,9.01,2.73,3.587
1,3,5,30.7,8.15,9.477
1,1,1,47.89,5.4,5.082
2,2,4,44.1,1.26,3.895
3,3,1,45.19,1.19,25.321
1,2,2,12.88,0.2,1.655
1,1,1,33.51,8.75,7.625
1,3,1,19.31,7.22,10.216
1,2,2,20.34,6.65,9.207
1,2,1,55.41,1.91,2.958
1,1,1,13.21,6.2,5.155
1,3,1,16.29,1.84,3.205
1,3,1,41.82,6.07,9.467
3,3,2,22.14,7.04,31.87
1,1,5,28.42,4.36,4.464
1,1,2,23.85,4.76,6.001
2,3,1,38.03,6.17,10.254
3,3,2,3.24,6.47,22.266
1,3,1,53.06,0.91,2.408
1,2,2,26.06,6.72,7.894
2,1,1,28.77,7.09,15.681
1,2,1,41.6,8.67,12.606
2,1,2,14.08,3.09,6.169
1,1,1,61.88,9.84,13.758
1,1,2,17.36,5.01,4.523
1,1,1,18.63,8.82,11.813
2,2,1,9.13,4.25,10.68
1,3,3,32.0,2.0,2.833
1,1,1,29.99,0.76,1.602
1,3,1,35.54,9.0,9.603
2,1,1,18.42,8.84,16.943
1,3,4,26.96,5.62,4.8
2,1,2,50.52,5.46,9.09
2,1,2,46.72,4.68,16.393
1,2,3,42.89,1.79,3.203
3,1,5,17.78,8.38,15.833
2,2,2,31.32,8.11,23.941
1,2,3,12.64,0.73,1.413
1,1,1,21.51,4.24,4.923
1,2,1,18.65,4.59,4.785
1,2,2,14.91,4.32,4.413
1,1,1,23.12,5.14,10.529
3,2,1,25.93,5.89,55.966
2,3,1,67.52,8.01,28.527
1,1,2,28.75,5.53,6.827
1,1,1,24.68,9.81,8.275
1,1,1,28.44,4.63,5.644
1,2,2,17.03,5.05,7.255
1,3,2,21.66,1.18,1.633
3,3,2,45.43,6.19,42.824
2,2,1,8.77,8.23,12.436
1,1,2,23.89,8.34,9.698
2,2,2,37.15,3.54,10.362
1,1,2,8.91,7.97,14.194
2,1,1,24.97,3.72,6.248
1,1,2,52.3,2.0,3.937
1,2,2,32.41,0.14,1.355
2,3,1,34.52,2.6,4.577
1,2,1,41.8,9.69,6.204
1,1,1,66.1,3.12,3.971
1,1,4,10.57,7.97,7.903
2,2,3,69.58,6.65,19.56
2,1,1,19.97,4.44,9.121
1,1,4,61.37,0.85,1.364
1,3,3,29.31,8.92,7.267
2,2,2,5.14,7.25,13.072
1,3,5,17.74,2.26,1.79
1,3,2,26.2,8.16,8.405
2,2,2,26.19,4.6,10.529
1,1,2,20.66,6.95,4.906
2,2,4,48.37,4.04,13.928
1,1,4,33.55,5.49,7.441
2,1,2,40.97,2.19,8.452
1,2,4,22.51,8.32,10.524
1,1,1,23.75,8.4,10.578
1,1,2,46.34,4.47,6.022
3,1,3,36.95,8.18,13.087
2,3,1,17.71,2.16,6.035
2,2,3,16.19,1.06,7.591
1,1,2,25.39,8.85,7.855
1,2,2,25.1,9.42,8.662
2,1,4,18.8,6.09,6.69
2,1,2,31.41,2.99,3.805
1,1,1,49.33,1.8,2.694
2,2,5,23.26,4.25,6.277
1,1,4,53.27,9.63,10.278
1,1,1,13.75,6.91,7.525
3,1,1,68.95,6.35,23.7
1,3,1,49.71,6.88,8.243
1,1,1,47.65,6.4,4.806
1,2,1,8.07,3.37,5.637
3,1,2,41.76,6.8,29.898
1,2,1,2.73,0.14,1.618
2,1,2,60.33,0.4,7.382
1,1,2,24.54,0.45,1.116
1,1,2,47.78,0.26,1.063
1,2,1,11.16,9.51,11.348
1,1,2,4.32,4.71,8.563
1,1,3,35.62,4.75,6.769
1,2,2,46.35,0.95,2.032
2,3,4,51.69,5.17,7.121
1,3,2,24.2,5.48,5.394
2,3,5,41.38,5.78,11.042
2,1,2,36.03,5.21,11.05
1,2,3,8.32,6.75,7.539
1,2,4,42.28,2.43,1.988
1,1,1,30.11,0.5,1.136
1,1,3,55.68,7.63,9.557
1,1,3,7.28,0.8,1.1
1,3,1,40.28,6.36,14.351
1,2,2,20.58,9.63,13.455
1,1,3,7.7,7.24,8.582
3,2,1,28.08,4.96,30.699
1,2,1,20.97,6.35,11.367
1,1,1,32.95,3.64,3.024
1,1,1,61.61,7.3,8.834
2,2,2,19.02,3.15,12.83
1,1,1,24.9,8.18,7.104
1,1,1,7.71,6.84,5.154
2,2,1,22.07,3.42,11.692
1,1,4,21.58,7.34,8.546
1,2,1,40.7,9.38,11.573
1,1,2,35.73,6.61,5.976
2,3,1,10.86,2.44,6.608
3,1,2,8.31,9.92,31.446
2,2,1,24.17,3.06,10.646
1,1,2,42.63,9.05,11.572
1,1,2,37.52,9.17,11.265
1,1,2,42.93,1.43,2.28
2,1,2,25.4,6.84,11.692
3,1,1,23.32,3.8,44.032
2,2,1,60.63,9.99,26.006
1,2,1,18.41,7.99,6.798
2,3,3,25.02,5.51,6.843
2,2,5,16.99,6.1,6.942
2,1,3,29.64,9.73,17.426
2,3,2,36.43,5.47,10.349
1,1,1,45.65,3.61,4.279
2,1,1,8.87,0.82,5.035
1,1,1,27.5,1.54,1.529
1,1,1,30.51,0.33,0.868
2,2,2,10.5,0.6,3.855
3,1,2,12.53,7.36,25.004
2,1,3,15.33,3.5,5.028
1,1,2,1.57,4.43,3.765
1,1,1,16.66,0.22,0.718
1,2,1,38.59,7.59,7.93
2,1,1,1.86,8.91,9.732
2,1,4,44.09,3.94,9.767
3,3,1,17.27,8.89,30.656
1,2,1,30.74,1.42,1.475
1,3,2,26.15,0.58,1.073
2,1,2,48.45,6.87,14.458
1,2,1,19.02,2.63,3.479
3,1,1,22.19,3.18,17.279
1,2,4,2.75,5.43,5.979
1,2,5,6.11,7.91,11.792
1,1,1,18.33,2.84,3.031
2,1,1,20.61,8.2,8.309
2,1,1,3.75,2.58,6.587
2,1,5,43.16,5.46,8.618
2,2,1,11.98,9.98,22.009
1,1,3,12.83,8.14,6.705
2,2,2,9.39,0.28,5.96
3,2,2,73.87,5.69,56.87
1,1,5,13.26,9.11,7.315
2,1,1,45.4,9.7,5.955
1,1,3,58.05,3.4,4.26
1,1,3,43.33,9.25,16.312
1,3,2,41.25,3.67,5.211
2,3,3,49.21,8.32,11.647
1,1,3,38.06,7.64,7.826
1,1,1,18.27,0.96,1.465
2,2,1,10.57,2.42,10.702
1,3,1,19.01,8.7,11.249
2,2,1,39.68,0.21,7.788
3,2,2,59.58,4.33,34.166
1,1,1,9.01,7.22,6.682
1,3,1,14.29,8.73,10.025
3,2,3,26.36,4.61,29.112
1,1,2,43.12,2.18,3.021
1,1,3,39.91,1.59,2.217
3,1,3,8.15,4.38,17.885
2,1,1,32.35,9.01,13.496
2,3,2,54.48,8.33,11.719
1,2,1,35.87,2.78,4.486
3,1,4,22.67,5.74,15.75
2,1,1,14.59,6.56,10.34
2,1,1,24.31,9.71,12.554
2,2,1,4.53,0.37,6.97
2,3,2,68.51,0.31,5.784
1,1,1,35.26,1.87,2.593
1,1,1,5.04,9.19,9.15
1,1,3,73.91,8.38,7.513
1,2,2,11.04,8.14,6.669
1,2,1,27.08,4.91,6.939
1,1,3,54.77,5.03,7.242
2,3,1,55.65,7.9,17.188
1,2,3,20.8,3.57,4.212
1,1,4,37.8,0.33,0.516
1,1,1,13.88,6.33,7.881
1,2,3,42.86,3.04,3.689
2,3,1,8.2,9.54,10.888
1,2,1,58.58,3.04,4.29
1,3,2,24.53,1.21,1.931
2,1,1,14.78,5.34,9.928
1,1,1,53.54,8.43,16.463
1,1,2,45.22,5.29,8.934
2,1,1,22.32,9.26,22.522
1,2,1,25.92,6.24,5.383
2,3,1,59.02,7.69,16.552
2,1,2,5.58,2.53,4.014
3,1,2,30.47,8.01,29.314
1,2,2,28.68,4.9,5.66
2,2,5,54.99,2.99,9.343
2,1,1,24.84,7.27,8.074
1,2,1,73.49,1.89,7.565
3,2,1,65.55,8.49,62.299
1,2,1,21.76,6.34,7.987
2,3,2,36.78,1.02,7.246
2,2,4,45.09,4.5,14.4
1,3,1,44.06,8.5,4.966
1,3,2,21.55,0.63,1.429
3,2,1,21.5,5.78,32.565
1,1,3,31.51,4.23,5.084
1,1,5,24.79,4.66,4.595
1,2,1,47.98,3.06,4.844
2,1,1,4.0,7.33,9.607
1,3,1,50.98,1.83,3.231
1,1,2,45.4,4.62,3.511
2,2,1,26.93,7.35,13.986
1,1,3,21.43,4.37,5.494
1,2,1,56.16,6.95,8.119
1,2,4,28.5,9.92,8.958
3,1,4,33.3,3.09,11.586
2,1,1,32.23,1.83,5.755
1,1,3,23.29,3.61,3.417
1,1,1,13.06,8.97,14.174
1,1,2,13.84,5.56,4.533
3,1,5,41.5,3.19,19.318
1,3,2,53.14,2.5,2.762
1,1,1,31.71,2.12,2.214
3,1,1,30.91,9.56,36.211
1,1,1,15.4,9.94,9.89
1,2,4,24.49,9.24,9.043
1,1,2,40.24,6.59,5.081
2,1,2,4.21,4.16,6.532
1,1,1,35.13,0.58,1.175
3,1,5,9.0,8.7,23.173
1,2,1,13.73,6.54,7.389
1,3,2,44.34,9.15,8.228
2,3,1,15.17,0.6,4.247
2,2,4,18.17,6.32,8.534
2,1,1,39.56,0.48,5.391
2,1,1,42.68,9.0,11.183
1,2,1,33.8,0.9,1.34
2,3,2,12.79,1.99,6.273
1,3,3,15.14,4.72,4.535
1,3,1,36.2,4.75,6.181
3,2,5,37.24,6.25,26.625
2,1,4,30.75,3.57,4.201
1,3,1,37.48,7.45,7.163
1,1,1,22.3,7.04,9.59
3,1,1,35.11,2.6,24.481
1,3,4,80.03,3.43,3.831
1,2,1,6.05,4.47,3.798
1,1,1,5.11,4.19,4.073
1,2,1,40.44,6.94,9.257
1,2,2,9.18,7.15,9.996
3,1,3,8.52,3.38,14.863
1,2,1,26.45,3.45,3.244
1,1,2,23.58,5.9,10.695
2,1,2,12.53,5.38,6.224
1,1,1,52.69,0.25,1.249
2,2,2,10.14,8.64,13.122
2,1,1,3.27,0.97,3.241
2,2,1,16.28,1.44,5.132
2,3,5,39.78,9.03,9.489
2,1,1,67.41,1.03,8.04
2,2,4,33.44,5.33,13.278
2,1,2,60.93,8.66,9.531
1,1,3,30.99,0.69,1.317
2,2,5,26.45,5.0,7.273
2,3,3,18.16,2.34,7.524
1,3,2,49.23,3.33,4.56
2,3,3,3.99,4.47,9.149
1,1,3,12.35,1.95,2.372
1,1,2,42.69,5.12,8.922
2,3,1,52.99,0.26,4.729
1,3,1,21.53,6.04,6.823
1,1,3,7.23,4.08,5.527
1,1,4,34.27,7.88,7.077
2,2,1,18.87,0.99,7.91
1,2,4,20.25,7.63,7.881
2,2,2,39.93,2.22,8.619
2,1,2,33.88,4.8,6.152
2,1,1,32.18,9.31,17.837
3,3,1,34.78,3.61,27.202
2,1,3,6.13,7.89,9.257
1,3,1,4.55,3.36,4.265
3,3,4,3.44,4.89,17.744
1,3,2,53.77,9.8,13.432
1,1,2,9.59,2.78,2.789
1,2,2,44.92,0.74,1.659
2,2,2,19.62,2.89,6.806
1,1,5,5.59,6.37,6.904
1,1,1,73.25,5.07,3.297
1,1,3,41.26,2.13,1.995
1,1,3,44.53,5.27,4.32
1,1,2,13.14,1.9,3.908
2,1,3,72.94,8.17,15.503
1,2,1,58.44,5.26,16.781
1,3,1,29.33,8.56,15.579
1,2,1,29.6,8.72,17.236
1,3,2,42.02,2.51,2.633
2,1,2,47.72,3.84,13.308
1,2,1,36.97,0.94,3.451
1,1,1,26.72,0.91,2.263
2,1,5,30.19,2.57,3.066
1,2,1,20.67,4.15,4.642
1,3,1,6.01,4.23,7.566
2,1,1,37.44,5.61,9.692
2,2,2,24.9,8.16,16.385
2,1,1,38.56,7.36,10.262
1,2,1,14.34,9.41,9.81
1,1,3,13.14,6.15,6.043
1,1,4,20.44,4.99,4.454
1,1,5,31.04,7.0,7.527
1,1,2,28.97,3.58,3.178
3,2,2,42.66,1.19,42.797
2,2,1,23.46,0.29,5.424
1,3,2,48.8,0.59,1.511
1,3,2,21.84,9.15,5.556
2,1,2,14.88,4.35,5.972
1,2,1,9.71,5.16,7.089
1,1,3,39.12,9.14,9.476
1,1,4,41.0,1.77,2.132
2,3,1,8.1,5.34,8.59
2,3,2,22.89,0.98,5.064
1,1,1,50.6,9.77,9.562
1,3,1,13.52,1.27,2.39
2,2,1,25.75,9.96,17.763
1,1,2,34.01,9.14,9.33
2,2,1,22.47,3.89,12.483
1,1,1,22.77,9.4,8.859
2,1,2,10.27,6.16,7.721
3,2,4,28.65,1.88,21.973
2,3,1,18.08,7.9,16.887
1,2,1,39.69,2.1,2.024
2,1,1,51.39,5.81,23.033
1,1,2,39.39,9.59,13.006
1,1,1,43.51,6.86,4.626
1,1,1,2.2,9.3,12.094
3,1,1,17.38,2.21,16.699
1,2,1,20.44,4.5,9.102
2,2,1,35.08,3.31,19.076
1,2,1,17.38,4.39,9.1
1,2,5,22.48,5.41,8.665
1,1,1,34.61,3.12,2.51
2,3,2,37.11,0.22,3.029
1,3,2,25.56,3.33,3.755
1,1,1,10.37,7.89,6.616
1,1,2,29.07,5.72,8.226
1,3,2,27.96,7.0,8.099
1,2,5,6.25,8.69,6.947
1,3,1,34.9,2.1,2.991
1,1,1,23.57,6.03,6.264
3,2,3,49.88,9.91,41.924
1,2,5,18.93,5.81,9.6
1,2,1,46.36,2.97,7.767
1,1,2,28.57,2.63,3.743
1,2,1,29.77,2.3,3.642
2,1,4,42.14,2.36,4.389
1,1,1,13.1,4.67,5.276
1,3,1,2.59,9.82,10.635
2,1,1,66.74,0.28,7.574
1,1,2,36.01,7.2,7.013
3,1,1,36.55,2.35,13.235
3,2,2,9.78,2.06,32.336
1,1,2,40.01,5.42,4.28
1,3,3,29.54,2.26,3.484
1,2,3,12.56,5.47,10.65
1,3,1,62.65,1.56,1.571
1,1,2,40.11,2.95,2.472
1,2,1,49.07,6.36,5.315
1,3,2,15.15,5.61,5.319
1,3,1,44.68,0.8,2.79
1,2,4,51.24,3.86,4.328
3,3,3,21.07,1.78,20.838
3,1,2,15.22,2.91,20.932
1,1,2,30.1,6.93,4.665
2,1,2,31.88,7.2,10.122
1,1,2,30.35,1.23,1.878
2,3,3,26.77,3.84,6.078
1,1,3,40.58,8.07,5.574
2,1,1,25.04,1.41,4.315
1,1,1,17.08,5.05,6.5
1,2,3,8.38,9.96,8.218
3,1,1,42.99,4.93,27.7
1,3,2,26.26,9.05,10.489
1,3,1,62.65,1.37,4.653
2,1,1,35.99,6.22,8.276
2,1,2,11.99,2.53,4.85
2,1,3,30.76,0.2,4.634
2,1,1,45.73,9.04,8.782
2,1,1,14.67,4.46,7.501
1,2,2,28.12,6.84,6.389
2,1,3,12.85,8.82,11.063
2,1,2,9.06,6.34,10.87
2,3,2,36.07,6.39,7.77
1,2,1,4.32,3.61,5.581
1,2,5,38.98,4.47,5.176
2,2,3,40.86,1.17,3.005
1,3,1,40.05,3.77,4.837
1,2,1,19.76,1.59,3.055
2,1,2,5.93,7.66,10.12
1,1,2,58.79,4.16,7.015
1,2,2,26.34,8.65,6.719
1,1,1,25.44,7.6,9.129
1,3,4,38.29,4.85,4.8
2,1,1,39.27,8.7,18.31
1,2,1,37.47,9.45,9.498
1,3,1,2.9,2.44,4.258
1,1,3,31.32,6.71,8.0
1,1,4,20.82,1.48,1.373
1,1,1,26.55,5.93,4.901
1,3,1,59.05,7.83,18.831
1,2,3,39.29,5.64,6.546
1,3,3,45.42,7.36,7.479
1,1,2,21.81,7.17,7.675
1,2,1,71.8,4.4,8.051
1,2,2,23.22,4.53,5.154
1,1,2,0.98,8.21,7.136
1,3,1,17.05,2.21,2.023
1,3,1,39.96,1.13,2.851
1,2,2,25.54,4.99,6.372
2,1,1,51.36,8.74,9.817
1,1,4,19.33,6.88,6.76
2,1,2,24.42,4.28,9.012
2,1,2,10.54,9.21,13.362
1,2,5,30.49,1.31,1.721
1,1,1,72.99,3.1,4.449
1,1,3,15.08,7.48,6.81
1,1,1,17.86,4.55,5.424
1,1,4,31.6,5.38,4.089
1,1,3,18.54,4.53,5.678
2,1,1,16.42,5.53,9.549
1,2,1,25.98,3.5,4.584
2,1,2,36.46,9.99,13.916
2,1,1,65.92,2.44,9.451
1,1,5,23.26,4.13,6.708
3,1,3,17.8,7.3,11.734
3,1,4,14.63,6.18,11.017
1,3,1,68.42,9.56,10.251
1,1,3,12.28,1.11,1.173
1,3,1,39.2,9.63,9.906
1,3,2,25.32,5.47,8.114
1,3,1,6.3,4.33,5.432
1,3,3,12.16,5.55,10.409
1,3,5,18.77,4.66,6.045
2,1,2,35.49,8.27,9.854
1,1,1,40.64,7.65,6.044
1,2,2,52.12,6.56,9.918
1,2,2,33.31,8.62,7.737
2,2,3,2.61,9.25,17.787
2,1,1,23.63,5.87,8.479
1,1,2,32.85,8.43,9.323
2,2,2,8.06,7.86,15.618
1,2,1,25.52,8.03,12.07
2,1,2,34.39,5.99,16.106
1,1,4,20.88,1.07,0.938
1,3,2,42.14,6.49,4.139
2,3,3,19.88,9.07,12.272
2,1,2,25.5,2.49,5.221
2,2,4,40.86,9.93,23.66
1,1,1,20.68,7.76,5.708
2,1,2,12.42,0.6,2.082
1,1,2,28.87,9.06,5.348
2,1,1,68.67,9.97,23.132
2,1,3,23.18,0.99,4.828
1,1,4,12.58,3.6,2.785
1,2,2,22.97,0.24,1.347
1,1,2,52.97,4.18,5.303
1,2,2,40.03,4.85,7.124
1,1,4,45.98,8.33,15.731
1,3,1,47.26,5.31,8.248
1,2,1,6.91,7.17,11.638
1,3,1,31.54,1.59,3.213
1,1,5,23.16,9.48,10.245
2,1,1,19.44,6.16,6.32
1,1,2,36.86,8.88,13.261
1,3,3,13.01,2.32,3.457
2,2,2,23.16,5.17,6.971
3,3,1,42.02,7.33,27.591
1,2,2,57.67,7.37,9.032
1,1,2,7.99,0.95,1.944
1,1,2,30.8,2.26,4.774
3,1,2,32.41,0.69,10.708
2,1,1,31.05,3.55,5.549
2,2,1,14.01,2.62,6.769
2,2,4,31.05,6.71,7.24
1,2,3,4.64,9.3,8.944
1,1,3,12.47,1.91,3.056
2,1,2,42.4,8.56,12.982
2,1,2,31.9,5.2,9.368
1,2,3,26.34,8.85,11.037
1,1,1,7.61,4.58,6.127
1,1,3,6.33,9.66,8.395
3,3,4,42.86,9.96,17.487
1,1,3,2.21,2.99,2.892
2,2,5,30.98,9.25,10.893
1,2,2,33.66,7.2,7.198
2,2,4,13.36,7.45,8.362
2,2,2,8.06,1.89,9.838
1,2,3,22.15,7.93,6.964
2,3,1,50.99,8.72,19.84
2,1,1,38.69,4.61,10.459
2,1,3,17.69,5.96,6.272
1,2,2,17.74,4.12,3.91
2,1,1,11.24,4.47,6.46
1,1,1,55.95,9.49,7.258
1,1,1,32.77,4.35,4.895
1,2,1,21.23,2.21,3.867
2,3,5,21.71,6.06,9.117
1,1,2,56.74,9.54,14.936
1,1,5,60.65,8.12,11.712
1,1,1,28.24,0.52,0.777
1,3,2,38.0,1.66,2.198
1,1,2,29.89,2.78,5.79
1,1,3,65.99,8.66,6.033
2,1,1,21.99,5.56,8.019
1,1,2,6.83,3.96,7.279
1,2,1,24.87,2.49,5.615
2,1,3,10.01,6.34,6.664
3,2,2,12.93,0.38,26.305
2,1,1,44.86,8.94,19.246
2,2,1,55.33,5.01,13.763
3,1,1,50.72,5.28,18.556
1,1,1,56.34,6.85,8.77
3,3,1,11.57,3.25,21.1
3,3,4,35.63,7.54,17.007
1,1,2,56.09,8.71,19.393
2,2,1,13.9,4.63,9.557
2,2,1,45.33,9.1,14.012
2,2,1,29.41,0.45,6.899
2,2,3,3.49,3.35,8.977
1,2,1,12.34,2.05,2.883
1,2,3,2.42,8.56,8.362
2,2,3,20.88,6.45,7.77
2,2,3,23.37,8.33,17.229
2,1,2,34.66,7.49,9.756
2,3,1,48.9,1.28,8.899
2,1,2,2.71,8.97,10.258
3,2,2,14.86,3.44,28.387
1,2,1,29.46,7.64,5.295
3,2,5,43.99,2.71,23.553
1,1,3,16.74,3.54,4.548
1,1,1,37.25,7.71,6.645
1,1,2,14.68,8.18,6.369
1,3,2,34.62,2.95,2.566
1,1,4,21.93,8.91,9.693
1,3,2,36.03,1.04,1.937
2,3,1,13.62,3.15,8.403
2,3,2,48.33,3.49,11.996
1,1,2,18.88,2.45,3.943
2,1,2,12.28,5.85,8.878
1,2,2,25.47,7.48,9.349
1,1,4,37.67,8.26,7.385
1,3,1,25.3,3.46,5.175
1,2,1,47.41,2.92,3.638
2,3,2,31.12,7.34,12.558
1,3,2,45.54,1.32,2.216
2,3,3,18.12,0.75,4.097
1,1,2,54.77,7.54,6.476
2,3,1,41.9,4.13,8.551
3,1,2,35.68,1.8,19.671
1,2,2,40.22,7.4,8.845
1,2,2,30.73,9.18,9.189
1,1,1,19.21,9.21,7.332
1,1,3,21.53,9.89,6.563
1,2,3,4.86,5.1,3.599
1,1,3,25.24,7.52,6.794
2,2,2,25.24,2.78,7.061
3,1,2,61.39,1.57,14.35
1,1,3,20.73,6.37,5.668
1,2,1,4.47,7.65,8.541
1,1,1,61.67,7.49,12.675
1,2,1,33.28,6.11,7.229
