taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
1,1,1,21.69,9.5,8.198
1,1,1,14.59,0.3,1.505
2,2,4,30.07,4.09,8.479
2,2,5,25.39,4.04,7.843
1,2,1,1.76,3.29,4.624
2,2,2,4.29,5.22,11.522
2,3,1,26.03,7.96,11.781
2,1,1,2.99,8.51,15.289
1,2,1,61.32,3.78,9.987
3,1,2,26.0,6.45,13.026
1,1,3,11.99,1.89,2.276
2,3,2,28.69,7.02,15.231
1,1,5,3.48,8.19,9.4
1,1,3,10.82,1.18,1.32
1,1,1,42.1,6.12,6.211
1,3,1,5.53,1.87,3.752
1,3,2,13.19,8.3,6.258
1,1,1,47.39,3.09,4.205
1,2,1,56.9,1.23,3.151
1,1,1,23.45,9.41,9.143
2,2,2,21.93,2.49,7.397
2,1,2,30.61,5.01,9.914
2,1,2,27.79,1.23,5.372
1,2,3,36.2,9.54,11.698
1,3,5,34.53,7.84,10.026
3,1,3,47.66,1.48,18.299
1,1,1,38.29,7.63,12.735
1,3,2,19.27,0.58,1.628
3,1,1,13.72,3.38,16.895
3,1,5,23.38,8.23,19.699
1,2,2,42.92,3.77,7.15
2,1,1,15.01,2.26,5.883
1,1,3,24.41,4.14,3.646
2,1,2,13.03,6.47,6.153
1,1,5,23.58,8.06,9.991
1,2,1,13.13,3.62,3.741
2,3,1,13.6,1.06,4.419
1,1,4,31.37,8.93,7.546
2,2,2,10.0,6.17,9.147
1,1,1,51.73,6.71,6.917
2,1,2,10.14,4.98,8.024
2,2,2,51.41,4.46,9.89
1,1,1,30.72,5.38,4.834
2,2,1,31.7,1.74,7.753
1,1,1,32.02,6.37,6.687
1,2,1,16.18,5.89,7.57
1,3,1,6.15,7.58,8.835
2,1,1,36.75,9.69,9.593
2,3,3,20.68,1.54,6.173
3,1,2,28.09,7.65,15.999
2,1,2,44.61,4.56,9.269
3,1,1,37.45,5.76,24.38
1,3,2,44.77,1.52,4.34
3,2,1,54.38,7.53,46.27
1,3,5,25.59,6.64,7.226
1,2,1,15.6,7.24,8.584
1,1,4,9.85,8.83,10.597
1,3,2,24.14,1.1,2.596
1,3,3,36.45,5.26,6.558
1,2,4,22.96,4.45,9.564
1,2,3,44.19,7.94,8.484
1,3,2,16.27,1.23,2.675
2,1,1,10.65,8.39,12.323
2,3,2,9.0,9.33,13.512
1,3,1,11.8,6.78,5.784
1,2,1,25.76,1.24,2.95
1,1,4,15.51,9.88,9.781
1,1,2,28.41,4.32,4.933
2,3,1,43.67,5.63,11.4
1,3,4,39.47,1.93,3.112
2,2,1,11.97,7.06,17.014
2,3,4,12.6,3.78,6.308
1,2,3,31.25,3.05,3.738
2,3,1,30.53,6.52,12.203
1,1,1,25.29,3.0,2.814
2,1,5,45.82,6.19,6.628
2,2,1,27.87,5.87,14.328
2,1,5,48.58,7.53,8.45
2,1,2,48.75,4.57,11.459
2,2,1,29.14,7.93,14.183
3,1,2,39.35,4.31,19.943
1,2,2,21.74,3.97,6.774
2,1,1,35.02,0.6,3.772
2,3,2,46.21,5.4,10.773
1,1,1,33.73,1.58,1.967
3,2,1,27.12,7.22,38.383
1,2,3,11.41,5.59,7.529
1,1,2,16.23,1.54,2.215
1,1,2,42.57,3.86,4.582
1,1,2,18.68,5.74,6.139
2,1,2,17.05,0.62,3.841
1,1,1,26.56,5.52,7.032
1,1,4,45.87,9.54,11.626
1,2,2,28.78,4.34,5.777
1,1,4,37.39,9.89,8.784
2,1,3,39.11,6.78,9.598
2,1,3,55.39,2.7,5.951
1,1,2,30.47,3.36,4.465
1,2,1,26.11,2.07,3.133
1,2,1,8.98,0.61,1.695
2,2,2,28.65,3.02,13.122
1,1,1,27.62,1.01,1.692
1,1,1,34.07,3.85,2.766
1,1,2,27.79,7.91,13.391
1,2,1,39.43,1.43,2.937
1,1,1,11.96,9.01,8.998
1,3,2,36.99,5.48,5.843
2,2,1,45.29,9.12,15.659
2,2,1,20.99,3.5,13.231
1,2,1,5.77,2.76,3.48
2,3,2,7.53,7.79,10.194
2,1,4,12.44,8.67,10.41
1,1,1,21.06,9.06,6.588
1,3,3,40.57,9.58,9.203
1,2,1,10.16,3.34,5.627
2,1,2,32.77,4.0,8.073
1,1,1,26.97,8.96,11.183
2,1,3,11.8,9.86,10.824
1,3,3,26.49,4.18,3.207
1,1,2,30.44,5.24,7.053
3,1,1,9.28,4.77,16.521
1,1,3,15.07,7.97,5.909
2,3,1,17.03,7.02,9.493
3,2,2,16.34,1.05,22.842
2,1,3,21.53,3.45,4.622
1,3,2,16.74,5.28,6.097
2,1,3,32.82,7.34,18.785
1,2,3,14.47,9.55,10.364
1,2,3,32.92,1.48,2.138
2,1,1,28.17,2.24,6.0
2,2,1,36.92,0.2,9.831
1,3,2,10.58,1.1,1.139
1,1,2,29.36,3.05,3.313
2,1,2,4.61,2.0,5.152
2,3,2,49.88,8.26,15.64
1,1,3,34.98,8.2,7.697
2,2,1,22.82,5.25,8.223
1,1,1,39.36,1.77,2.77
1,3,4,30.24,3.8,3.597
2,2,1,26.29,1.09,3.738
3,3,1,38.71,2.73,29.638
1,1,3,46.09,9.95,11.496
1,3,1,20.87,5.68,6.233
1,2,2,49.73,6.87,14.553
2,2,3,14.29,7.58,13.575
1,2,2,26.25,1.73,2.981
1,1,4,38.89,8.93,14.666
3,2,4,5.9,9.7,41.707
1,1,2,62.2,5.98,9.679
1,1,5,34.83,3.79,3.707
1,2,1,5.76,9.0,11.139
2,1,1,35.81,5.89,12.478
1,2,2,44.78,9.44,5.174
1,1,2,8.78,5.28,4.509
1,1,1,75.36,2.87,5.558
2,2,1,16.16,0.76,6.622
2,1,1,28.11,1.63,6.081
1,3,1,22.57,3.34,5.048
1,3,1,17.85,7.73,6.916
2,1,4,8.8,4.36,6.214
1,1,3,1.84,6.78,7.486
1,1,2,15.89,7.21,9.553
1,2,2,42.34,0.38,2.297
1,1,1,50.56,0.41,0.832
1,3,2,6.36,8.09,5.581
1,3,2,3.63,7.5,7.329
1,1,3,3.3,6.78,9.224
1,2,1,19.21,2.61,3.341
2,1,4,33.8,2.48,9.303
1,2,3,12.42,0.27,0.877
1,1,1,40.36,2.71,2.627
2,2,4,31.83,9.83,11.839
1,1,1,16.24,4.54,4.126
2,3,4,50.94,1.29,4.213
1,1,2,45.75,5.57,6.872
2,2,2,17.03,6.19,11.624
1,3,2,45.49,3.15,3.067
1,2,2,24.43,1.4,2.575
1,2,3,24.72,5.13,5.137
1,1,3,37.35,8.11,10.8
1,1,2,29.8,4.51,5.592
2,1,3,16.07,6.46,10.241
2,3,2,35.58,1.82,6.516
1,1,2,21.97,2.13,2.653
2,1,1,31.84,0.77,4.824
2,2,3,36.1,7.65,28.446
2,1,2,6.34,4.54,6.642
2,3,2,42.68,7.32,15.099
2,1,2,28.62,9.15,14.751
1,1,4,19.33,0.61,1.899
2,2,1,1.88,4.65,13.402
3,2,1,3.25,3.25,21.687
1,3,1,58.64,3.07,4.069
1,1,1,11.45,3.01,2.238
1,1,1,31.96,5.83,7.291
3,1,3,40.82,7.34,25.034
1,1,1,60.5,8.76,8.92
2,2,3,58.77,2.48,11.664
2,1,5,51.37,8.75,14.573
3,2,1,15.77,5.63,30.306
1,3,2,8.86,1.35,1.671
2,1,1,15.63,2.09,4.737
2,2,2,6.12,9.33,16.11
1,1,2,3.77,5.69,6.261
2,3,2,50.34,3.97,12.854
1,1,3,10.9,3.72,3.133
2,2,3,9.86,8.22,15.548
1,1,2,49.95,7.78,13.091
1,1,4,22.93,0.35,1.327
1,1,4,45.09,7.62,9.01
1,1,2,40.68,3.01,3.94
1,3,1,33.89,0.95,2.443
2,1,3,17.73,6.69,9.2
1,3,4,25.25,7.84,6.788
1,1,2,39.29,9.11,6.395
2,1,3,32.11,8.29,9.118
2,1,1,9.61,2.31,7.731
1,1,2,36.84,3.42,4.53
3,3,3,28.95,8.41,17.805
1,1,4,81.59,5.23,6.573
2,3,1,19.05,4.05,9.603
1,1,1,14.59,1.78,3.063
2,1,1,12.27,0.85,3.467
3,1,1,43.14,7.89,28.254
2,2,3,46.05,2.6,5.396
1,2,1,54.91,7.04,10.695
2,3,3,18.04,4.83,4.733
1,1,2,51.69,1.86,2.513
2,1,2,17.23,1.54,3.925
2,2,2,31.27,2.96,14.446
3,2,3,11.33,0.11,29.782
1,3,2,34.66,8.28,6.99
1,1,1,29.1,2.34,2.84
1,2,2,83.02,9.08,5.392
1,1,2,27.5,4.04,3.606
1,3,1,11.62,5.53,5.005
1,1,4,34.07,3.88,4.816
2,3,3,29.9,1.93,6.672
1,1,1,40.25,2.78,2.628
1,2,3,46.53,6.66,12.032
1,3,1,15.19,6.54,11.713
2,3,2,3.77,5.59,8.112
2,1,1,26.3,2.05,4.631
1,1,1,53.36,2.29,4.557
1,3,1,21.97,0.1,0.96
1,2,2,15.51,9.49,10.504
1,2,1,15.21,5.07,6.498
1,1,1,51.24,4.18,6.036
1,1,1,29.04,2.04,5.478
3,1,1,34.81,7.04,23.355
1,2,2,32.14,0.86,2.366
2,1,1,18.43,2.94,4.593
1,1,2,12.13,2.82,2.169
3,3,2,20.95,9.8,38.016
3,2,1,15.14,5.86,30.672
2,3,3,23.24,7.0,12.389
1,1,2,38.41,7.93,10.064
1,1,2,33.6,6.35,8.711
2,2,2,26.94,2.95,7.618
2,1,1,17.66,5.91,10.746
1,2,2,15.89,0.35,2.114
1,1,5,22.15,3.99,4.547
1,2,2,43.8,1.33,3.846
2,1,2,37.69,0.47,3.669
2,2,2,47.38,6.28,12.897
2,3,4,16.58,6.82,13.278
2,1,1,58.2,7.12,10.814
1,1,2,29.59,3.25,3.477
1,1,2,51.72,2.17,2.601
1,2,3,22.35,8.92,7.868
2,1,3,34.91,9.81,15.136
1,1,3,57.31,8.33,8.859
1,2,3,29.95,9.64,11.761
1,2,2,55.07,1.95,2.717
1,2,1,43.95,7.97,8.037
1,1,4,13.62,1.42,2.166
1,3,1,3.36,2.37,2.873
1,1,1,41.23,0.94,2.213
2,1,1,23.97,8.61,11.807
1,2,2,27.53,0.39,1.685
1,1,2,21.7,1.06,2.948
1,2,2,11.22,3.55,5.571
2,1,2,48.98,9.44,21.496
1,1,1,11.82,7.19,6.253
2,2,1,17.95,2.44,9.496
3,1,4,24.1,3.29,21.298
2,2,3,42.12,2.73,10.475
1,2,4,35.78,6.84,7.47
2,1,1,22.0,9.68,12.563
1,2,4,43.9,3.18,3.266
1,3,4,9.21,1.38,1.803
1,3,2,48.47,7.02,6.635
1,1,2,18.1,4.82,4.573
1,2,1,27.91,6.99,9.712
1,3,2,12.22,8.54,8.469
1,2,3,7.53,7.59,9.641
1,1,2,5.61,5.34,6.02
1,1,1,28.94,9.17,17.598
3,2,2,14.18,2.73,26.859
1,2,3,28.85,6.88,9.35
2,3,3,15.55,4.47,6.677
1,3,2,31.68,4.15,4.567
1,1,5,33.22,6.02,6.32
1,2,1,49.12,1.51,3.534
1,1,1,55.25,1.05,2.076
1,1,1,37.21,3.63,3.546
1,1,3,36.19,8.12,11.14
1,3,3,11.31,5.75,7.168
1,1,3,20.26,9.17,12.531
1,1,4,28.64,3.86,4.371
1,1,2,35.05,3.61,6.382
1,1,1,9.16,6.76,7.177
1,2,2,30.72,8.01,6.135
1,1,2,10.38,2.04,2.702
1,1,2,37.69,2.67,1.764
1,1,1,23.85,2.05,2.926
1,3,1,23.5,3.14,4.353
3,2,2,46.82,1.37,19.435
1,3,1,32.35,9.48,6.064
1,1,5,13.92,9.71,7.921
1,1,1,17.92,7.48,8.016
3,1,4,38.31,6.92,13.545
2,3,1,13.94,2.03,8.552
2,1,4,32.91,1.64,3.024
3,1,2,22.82,0.92,19.618
1,3,1,38.7,1.03,1.15
3,3,1,59.88,6.01,69.633
1,1,1,54.55,1.48,3.341
2,2,3,26.78,9.1,9.028
1,1,1,39.22,3.94,4.917
1,1,1,26.0,0.4,1.294
3,1,2,28.02,8.99,36.494
1,3,2,25.28,8.91,6.542
3,1,2,57.12,1.66,45.858
1,2,1,21.34,7.96,8.655
2,1,2,25.89,2.14,9.648
3,2,1,24.45,2.5,50.708
1,2,2,11.08,3.02,1.884
3,2,1,21.3,6.82,43.39
1,3,5,49.69,3.1,3.569
2,2,2,24.34,1.41,8.919
1,2,2,25.93,2.35,4.064
1,1,3,17.64,0.33,0.912
2,3,5,46.27,0.51,4.746
1,1,3,23.99,9.85,8.008
1,1,2,2.89,3.55,2.817
1,2,4,23.94,7.16,9.414
2,1,1,31.88,7.51,12.309
1,2,3,27.12,4.98,8.241
2,1,2,50.28,8.63,15.778
3,1,2,2.19,6.21,18.208
1,3,4,30.72,9.06,10.594
1,3,3,50.76,6.04,11.021
2,1,3,17.65,0.76,3.52
1,3,4,21.25,1.9,1.47
1,1,2,24.75,3.93,6.642
2,1,1,12.28,9.04,9.681
1,3,1,11.15,8.99,8.592
1,2,2,30.98,3.99,3.883
2,2,1,27.54,2.32,9.343
1,1,2,30.18,3.3,3.557
1,1,3,45.15,5.2,7.249
1,1,1,13.62,3.23,4.789
2,3,4,11.77,0.78,2.482
2,1,3,23.68,9.13,6.689
1,1,5,21.77,6.64,6.007
1,1,1,22.08,8.38,11.479
1,2,2,8.57,1.43,2.678
1,1,2,37.2,6.29,8.722
1,2,3,26.89,4.64,4.052
3,2,4,22.57,7.63,19.904
1,1,4,55.04,8.66,11.994
2,1,1,24.95,1.33,3.61
1,1,2,30.8,6.4,7.709
1,2,3,39.15,4.65,3.606
1,3,1,29.21,4.76,5.379
1,1,5,30.13,4.1,3.668
2,2,3,6.35,0.47,5.657
3,1,3,28.31,3.1,10.603
2,3,4,51.89,8.62,17.499
1,3,1,35.5,6.73,8.003
2,2,2,8.58,8.11,16.108
1,1,2,43.91,4.3,3.997
3,1,3,24.99,8.79,27.078
1,3,3,31.43,6.61,6.275
1,1,1,16.45,8.87,13.453
1,2,2,63.43,4.74,3.763
1,3,1,14.34,6.85,5.269
1,2,2,35.32,1.99,3.177
3,2,5,36.4,3.68,23.424
2,2,1,18.9,1.59,8.069
3,3,1,7.25,2.09,25.539
1,1,2,20.74,4.13,3.327
1,3,4,70.94,4.09,10.256
1,1,1,38.61,8.52,9.069
1,2,1,7.44,4.83,7.076
1,3,2,40.45,1.5,2.53
1,2,2,38.29,9.57,14.482
1,1,1,11.61,3.04,8.516
1,1,3,13.71,2.25,2.177
1,3,3,46.0,9.95,11.186
2,2,2,32.23,5.77,11.247
1,1,1,15.45,2.02,3.663
3,3,2,5.23,4.07,25.523
1,3,1,35.29,2.69,4.996
2,3,2,38.09,4.17,7.856
2,2,3,25.84,5.14,12.346
2,3,1,36.79,6.05,8.724
2,3,1,43.62,2.72,7.195
2,1,1,36.96,1.66,7.928
2,3,1,25.59,5.36,12.784
1,2,1,34.67,6.2,10.26
1,3,2,9.62,1.48,1.841
2,2,3,42.84,5.2,14.193
1,2,1,21.25,9.56,8.405
1,1,1,36.76,3.18,4.059
1,1,4,16.49,1.48,2.33
1,1,2,46.37,4.68,6.162
1,2,3,57.34,4.53,9.237
2,3,2,9.26,5.04,6.23
2,1,1,15.26,2.66,5.405
2,1,1,56.68,6.94,8.021
1,2,3,25.72,2.06,2.751
1,1,4,24.29,8.11,8.538
1,1,2,8.2,1.09,1.679
1,1,2,14.84,10.0,13.019
2,2,2,12.0,1.9,8.873
1,2,1,26.72,9.41,9.365
3,3,1,44.4,3.98,37.145
1,1,5,43.43,4.09,7.639
2,1,1,21.77,8.7,18.332
1,2,1,17.1,0.33,1.555
1,3,2,52.48,2.59,4.563
2,1,2,36.96,0.92,4.471
1,3,5,40.01,9.72,5.158
2,2,1,27.34,6.27,9.123
1,3,4,44.28,4.84,4.793
1,1,1,34.27,3.95,4.18
1,1,1,7.26,8.7,8.594
2,1,2,25.57,0.32,2.865
1,2,4,42.45,4.28,5.244
2,3,2,5.72,4.43,7.773
2,1,1,50.95,0.92,4.722
2,1,2,26.07,5.29,7.153
1,1,1,24.11,7.0,6.457
2,2,3,40.62,6.74,17.78
3,3,4,48.7,8.04,33.074
1,1,2,8.52,3.46,3.676
1,2,2,35.48,9.26,13.05
1,2,2,44.35,9.88,9.801
1,3,2,12.33,2.9,3.469
2,3,1,23.44,8.93,12.558
1,1,1,30.56,5.56,8.659
1,2,2,43.74,6.5,8.613
1,3,3,7.75,9.9,9.644
1,3,1,6.38,2.24,4.129
1,2,3,55.84,8.79,9.703
2,1,3,18.8,5.93,6.578
2,2,4,34.34,8.44,10.754
1,2,5,23.64,8.57,6.141
2,1,1,29.63,0.99,3.874
1,3,2,16.71,4.22,4.488
1,1,3,21.94,6.08,4.965
1,3,3,5.73,0.48,0.965
3,1,1,9.79,1.51,13.627
2,1,2,24.9,4.95,10.342
2,2,4,17.71,4.7,5.831
1,2,1,26.77,6.81,5.793
1,3,1,13.07,6.64,7.592
2,2,1,30.77,8.98,10.06
1,1,1,34.38,7.59,8.702
3,3,2,9.66,3.32,16.483
2,2,1,36.73,1.07,9.487
1,1,3,23.54,4.29,4.107
2,3,1,16.09,0.79,4.598
3,1,3,23.74,8.74,25.937
1,1,1,48.78,7.07,8.134
2,2,3,27.65,8.63,8.69
3,2,1,14.7,0.52,29.77
1,2,2,10.15,0.52,1.475
2,3,1,27.02,4.3,8.204
1,1,2,20.5,7.11,6.839
2,3,1,36.99,5.62,8.369
2,1,1,23.72,0.63,4.382
2,1,3,17.11,4.35,5.912
1,1,1,27.78,4.81,8.96
2,1,4,20.7,8.23,16.118
1,1,2,23.27,6.42,6.919
1,3,1,4.4,5.36,7.382
1,3,4,7.46,6.92,7.065
1,2,1,25.49,5.87,6.357
1,1,3,18.15,5.27,5.802
1,3,1,22.54,9.95,8.538
2,1,2,16.14,0.96,3.18
1,2,3,5.63,8.65,14.644
1,2,1,26.07,4.66,5.845
1,1,2,28.88,5.45,7.019
1,2,1,29.42,7.1,10.257
2,3,3,15.38,4.77,6.57
1,1,1,27.21,4.43,3.539
1,2,1,20.67,8.08,13.887
3,3,1,24.44,5.48,29.091
2,1,2,12.77,9.81,12.766
2,1,5,17.05,9.07,12.001
2,1,5,25.92,5.62,8.409
3,3,3,29.43,8.41,34.497
1,1,3,44.64,6.31,9.166
2,1,4,57.0,4.44,8.103
2,1,2,60.77,2.63,8.009
1,3,1,26.09,8.93,14.127
1,3,2,18.51,4.48,3.593
1,2,1,15.01,5.03,6.382
2,3,3,15.99,1.57,3.716
2,2,2,19.04,0.22,3.737
2,3,1,36.12,3.42,6.968
1,1,3,7.02,3.22,2.911
1,1,1,65.2,5.75,8.691
1,3,5,53.92,6.61,3.866
1,1,5,32.08,1.12,2.137
3,1,2,8.14,6.57,18.798
2,2,3,22.38,4.85,11.875
3,2,1,59.27,2.31,42.318
2,1,2,45.4,7.24,8.946
3,1,4,61.41,9.4,25.033
1,1,1,14.15,4.67,4.826
1,1,1,19.68,7.61,7.585
1,1,1,7.27,10.0,8.909
1,2,2,18.61,9.63,10.438
1,2,3,43.8,4.37,6.032
1,1,1,56.13,0.16,1.471
3,1,1,16.15,4.04,26.905
1,2,3,19.74,5.71,6.841
3,1,1,16.47,8.96,29.129
2,1,1,29.86,8.47,17.99
2,1,1,23.06,8.45,9.801
2,2,3,4.36,1.16,6.458
1,1,1,43.07,7.13,6.447
2,1,1,15.27,6.9,8.697
1,2,2,47.96,7.16,8.884
3,3,1,43.03,2.54,12.467
1,2,5,10.81,8.28,8.364
1,3,4,52.23,2.85,2.892
2,2,2,46.07,1.88,5.84
2,1,2,60.13,9.83,19.104
1,1,1,18.76,8.46,7.626
2,1,2,5.37,4.61,8.335
1,1,1,43.83,4.67,7.028
2,1,2,42.33,1.34,6.752
1,1,1,43.85,8.56,19.542
1,2,3,57.49,5.65,5.818
1,2,1,9.94,4.63,4.45
1,1,2,13.97,5.6,10.22
1,2,1,6.6,3.06,3.978
1,1,1,7.77,5.12,5.519
1,2,2,12.94,2.31,4.11
1,2,2,24.51,8.55,9.57
1,1,5,17.33,1.72,1.971
1,1,1,24.99,6.31,8.878
2,3,1,12.98,6.24,7.837
3,2,2,46.28,2.95,26.703
1,2,1,50.05,9.66,11.385
3,1,4,18.69,6.75,10.873
1,1,1,16.84,5.96,4.394
1,1,4,39.81,7.52,13.271
2,3,2,9.57,7.75,8.06
2,1,1,26.08,0.13,3.231
2,1,2,10.92,5.24,9.736
1,3,2,12.45,8.24,11.229
2,1,2,17.46,0.9,4.287
1,1,1,16.66,5.35,5.302
1,2,2,48.11,8.47,7.564
1,1,3,17.95,7.42,7.376
3,3,2,30.39,4.55,27.188
1,1,2,33.58,2.44,2.115
2,2,4,34.19,0.74,6.296
2,1,2,10.63,8.22,11.132
2,3,2,20.71,9.74,11.573
2,3,1,27.63,5.83,12.369
2,3,1,31.85,9.12,20.396
1,3,1,16.63,4.98,6.067
1,2,2,50.51,2.23,3.949
1,1,3,43.82,0.49,1.046
1,1,1,8.55,7.12,5.365
1,1,3,24.96,5.03,4.407
1,1,1,41.36,8.87,9.596
1,1,1,31.76,2.03,1.883
1,2,1,22.22,8.79,8.471
1,2,2,24.11,7.93,6.711
3,3,1,14.95,9.48,30.783
1,1,1,26.17,8.27,10.62
3,2,2,36.98,4.08,42.62
3,2,2,25.69,7.91,51.429
1,3,2,15.51,6.47,5.376
2,2,1,52.5,9.25,24.99
2,1,1,8.95,7.76,11.656
2,1,1,50.51,4.64,10.915
1,3,1,15.52,9.33,14.56
1,2,2,27.45,5.31,4.035
1,3,2,20.58,2.68,3.336
2,2,4,11.46,0.41,3.845
3,2,3,8.09,3.81,20.635
2,2,1,13.42,9.38,14.635
2,3,1,10.28,8.36,13.792
3,3,4,30.59,5.24,20.404
2,1,1,5.43,0.67,2.722
1,1,2,10.27,6.43,6.627
2,1,2,20.13,8.7,8.749
1,1,2,46.62,1.96,2.1
1,3,1,60.86,4.15,4.121
1,3,1,32.16,9.55,17.13
3,1,1,28.28,4.38,19.329
1,1,1,10.65,7.91,7.66
1,2,1,38.56,1.9,3.371
1,3,2,27.07,5.14,5.031
1,2,2,2.04,2.92,4.833
1,1,1,9.58,2.3,3.382
2,1,1,65.67,8.2,17.032
2,2,5,44.22,9.99,14.007
1,2,1,1.23,5.23,7.26
1,3,1,42.35,3.84,4.742
1,3,2,28.82,8.34,11.477
1,1,1,33.65,5.53,6.761
1,1,1,27.05,5.09,4.928
2,1,1,22.85,1.69,5.088
2,1,5,23.55,4.51,7.804
1,1,2,15.15,8.25,9.093
1,1,2,45.95,4.22,3.857
1,1,4,12.94,1.85,3.631
1,3,2,39.99,0.71,1.471
3,1,1,8.07,7.6,23.516
2,3,2,23.73,6.1,10.022
3,1,2,8.63,3.13,26.873
3,1,1,34.98,3.95,22.133
2,1,3,38.9,3.38,8.475
3,1,1,4.63,3.07,22.47
1,1,1,56.97,0.44,1.052
1,3,1,39.25,4.53,9.085
1,3,1,34.45,8.61,10.119
1,1,5,18.34,9.79,10.203
1,1,2,22.3,1.15,1.926
1,1,1,20.59,1.82,4.326
2,2,2,26.92,4.3,10.09
2,1,3,43.69,1.44,5.228
1,1,2,19.82,6.26,8.42
1,3,2,30.7,6.99,8.479
2,3,3,43.77,7.02,16.463
1,2,1,25.62,9.33,11.921
1,1,2,44.26,1.66,3.521
1,1,2,1.75,7.86,9.647
1,1,3,27.91,6.23,7.12
1,2,4,8.23,7.51,10.519
2,2,4,3.06,2.82,7.868
2,1,1,25.18,1.96,5.33
2,3,3,40.74,6.39,8.68
1,1,2,19.34,2.86,3.65
2,2,1,56.24,8.65,28.385
2,1,4,12.28,9.99,9.625
1,1,4,34.99,8.51,8.671
2,1,3,9.21,7.34,9.752
1,2,1,17.03,9.05,13.2
1,1,1,18.48,8.8,7.243
1,1,4,29.1,7.58,10.697
1,2,5,9.67,5.62,5.406
1,2,1,16.67,9.23,10.572
1,2,1,44.99,2.76,5.77
1,2,2,38.66,5.01,9.998
3,2,1,14.1,2.6,41.313
1,2,2,40.04,4.09,4.625
1,1,5,29.15,7.63,6.258
1,1,1,42.89,4.38,9.451
2,1,3,21.95,0.99,2.663
1,1,2,42.51,1.41,3.714
3,1,1,14.58,1.91,22.585
1,1,2,37.92,3.38,5.356
1,1,2,15.09,2.23,3.385
1,2,3,10.81,5.25,5.044
1,2,2,10.24,2.82,3.607
2,2,4,26.23,4.22,13.99
2,3,1,2.44,5.56,7.588
1,1,5,13.22,9.33,13.942
3,1,2,27.71,5.45,34.105
1,1,1,43.04,5.81,5.131
1,2,1,77.29,5.37,12.275
1,1,1,18.08,7.69,13.319
1,3,2,39.18,1.46,4.365
2,1,4,42.28,9.17,6.455
1,1,3,18.18,1.11,2.125
1,2,1,16.89,4.58,6.276
1,1,1,5.35,6.96,10.231
1,2,2,19.84,4.85,6.794
1,2,4,16.92,0.37,1.203
2,2,3,29.06,5.45,19.13
1,2,1,50.12,5.24,7.71
1,1,1,6.36,5.06,8.845
1,1,1,24.21,0.82,1.876
1,2,2,26.95,4.15,4.077
1,1,1,38.32,0.26,1.274
2,1,1,28.18,1.93,8.803
3,1,3,51.83,5.99,18.716
1,2,2,53.6,2.64,4.81
3,1,5,27.95,1.02,5.302
1,3,3,38.85,5.24,4.706
2,1,1,14.85,2.73,4.49
2,1,1,12.62,3.4,5.13
2,1,2,5.07,0.72,4.744
2,1,3,27.04,4.89,6.875
1,1,2,25.93,6.76,6.568
1,2,4,46.56,3.24,3.444
1,1,3,34.43,4.62,6.374
1,1,2,38.86,2.52,5.419
2,1,1,33.01,5.42,11.145
1,1,1,5.68,3.08,4.456
1,3,2,13.24,8.17,11.586
1,1,1,15.39,2.31,3.135
1,2,3,47.45,5.7,4.11
2,1,2,39.69,2.25,8.541
2,1,1,19.1,0.46,3.64
1,3,3,36.72,8.66,5.6
1,1,2,47.84,7.13,9.54
1,3,1,15.21,0.65,2.49
1,1,2,43.98,0.75,2.319
2,1,2,46.24,9.85,8.722
1,3,2,41.45,7.25,8.035
1,1,1,40.73,0.91,1.46
1,3,2,11.26,1.81,1.921
3,3,2,27.1,4.9,24.089
2,1,1,53.66,4.09,8.908
1,1,1,15.76,8.75,7.157
1,3,2,17.19,6.59,6.674
1,1,1,54.39,9.82,9.979
3,2,5,36.29,2.86,16.277
1,1,1,50.79,2.93,2.181
1,1,3,41.15,6.65,5.72
3,2,5,45.0,8.94,18.114
2,2,1,41.07,8.72,18.15
1,2,2,24.06,5.17,6.271
1,2,1,50.81,3.66,8.268
1,1,2,57.78,1.42,1.099
1,1,5,52.55,7.2,12.013
1,1,5,20.26,6.56,5.065
3,1,2,25.89,6.73,21.479
3,1,3,32.23,1.57,14.266
1,2,3,2.64,5.43,4.787
2,1,1,31.38,8.47,13.189
1,1,3,35.55,7.24,7.979
1,2,1,28.34,4.8,10.408
2,1,5,25.79,7.98,10.251
1,3,4,24.38,4.27,4.479
1,1,2,24.27,6.3,5.679
1,1,1,34.37,7.12,6.503
1,3,4,6.68,8.89,5.86
1,2,1,4.05,2.96,3.617
2,3,2,18.91,7.1,12.394
2,1,2,65.52,2.25,6.028
2,1,1,24.97,5.11,11.223
2,2,1,53.45,5.1,14.488
1,1,1,27.82,9.85,12.876
2,2,5,38.92,2.73,6.184
1,1,3,24.94,3.17,3.032
1,1,3,32.91,6.0,9.463
3,1,2,34.28,0.65,17.074
1,2,2,9.93,0.99,2.62
1,1,2,24.72,9.74,9.27
1,3,2,16.35,2.04,1.159
1,1,4,23.8,6.09,10.261
1,1,1,7.62,5.74,5.24
1,1,5,25.63,6.38,4.703
2,2,4,13.19,4.62,10.209
1,3,2,11.66,8.15,5.839
1,1,5,13.23,0.99,1.694
1,1,4,28.42,7.83,8.458
2,2,1,28.32,2.53,9.799
1,1,1,21.16,5.78,7.242
1,2,3,14.44,1.43,1.812
1,2,3,37.07,1.07,1.59
2,1,1,17.4,6.02,11.705
